"","doy","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016"
"73",73,2516.09024489885,NA,2433.63814791557,2324.2659817824,2442.47973841548,2347.94195100119,2471.32429614181,2381.45346394708,NA,2198.72245542199,2455.01192347043,2481.98171542838,2701.51165383524,2178.68465387952,2407.53346948037,2534.33304512148
"74",74,2516.09024489885,NA,2433.63814791557,2324.2659817824,2442.47973841548,2347.94195100119,2471.32429614181,2381.45346394708,NA,2198.72245542199,2455.01192347043,2481.98171542838,2701.51165383524,2178.68465387952,2407.53346948037,2534.33304512148
"75",75,2516.09024489885,NA,2433.63814791557,2324.2659817824,2442.47973841548,2347.94195100119,2471.32429614181,2381.45346394708,NA,2198.72245542199,2455.01192347043,2481.98171542838,2701.51165383524,2178.68465387952,2407.53346948037,2534.33304512148
"76",76,2516.09024489885,NA,2433.63814791557,2324.2659817824,2442.47973841548,2347.94195100119,2471.32429614181,2381.45346394708,NA,2198.72245542199,2455.01192347043,2481.98171542838,2701.51165383524,2178.68465387952,2407.53346948037,2534.33304512148
"77",77,2516.09024489885,NA,2433.63814791557,2324.2659817824,2442.47973841548,2347.94195100119,2471.32429614181,2381.45346394708,NA,2198.72245542199,2455.01192347043,2481.98171542838,2701.51165383524,2178.68465387952,2407.53346948037,2534.33304512148
"78",78,2516.09024489885,NA,2433.63814791557,2324.2659817824,2442.47973841548,2347.94195100119,2471.32429614181,2381.45346394708,NA,2198.72245542199,2455.01192347043,2481.98171542838,2701.51165383524,2178.68465387952,2407.53346948037,2534.33304512148
"79",79,2516.09024489885,NA,2433.63814791557,2324.2659817824,2442.47973841548,2347.94195100119,2471.32429614181,2381.45346394708,NA,2198.72245542199,2455.01192347043,2481.98171542838,2701.51165383524,2178.68465387952,2407.53346948037,2534.33304512148
"80",80,2516.09024489885,NA,2433.63814791557,2324.2659817824,2442.47973841548,2347.94195100119,2471.32429614181,2381.45346394708,NA,2198.72245542199,2455.01192347043,2481.98171542838,2701.51165383524,2178.68465387952,2407.53346948037,2534.33304512148
"81",81,2594.11422881396,2293.62743443683,2668.45993854085,2341.78368199186,2856.17587416305,NA,2632.6194398682,2309.48348856901,NA,NA,NA,2763.51860102826,2461.23647281011,NA,2401.09140518417,2698.85209116902
"82",82,2594.11422881396,2293.62743443683,2668.45993854085,2341.78368199186,2856.17587416305,NA,2632.6194398682,2309.48348856901,NA,NA,NA,2763.51860102826,2461.23647281011,NA,2401.09140518417,2698.85209116902
"83",83,2594.11422881396,2293.62743443683,2668.45993854085,2341.78368199186,2856.17587416305,NA,2632.6194398682,2309.48348856901,NA,NA,NA,2763.51860102826,2461.23647281011,NA,2401.09140518417,2698.85209116902
